,Compound,Negative,Neutral,Positive,Source,Tweet Date,Tweet Text,Tweets Ago
126,0.3182,0.0,0.0,0.141,@CBS,2018-07-02 01:38:57,RT @CMitchel14: @NancyPelosi @SenKamalaHarris @SenFeinstein @RepMaxineWaters @seanhannity @foxnews @cnn @msnbc @abc @CBS   Securing the bor…,28
127,-0.4019,0.265,0.265,0.155,@CBS,2018-07-02 01:38:39,@instinctcbs is easily the worst show on tv #instinct @cbs #cbs,29
128,-0.1027,0.069,0.069,0.0,@CBS,2018-07-02 01:37:29,@jenjentheDIVA @CarsonHR_ Go to @cbs and send them a dm saying vote. Idk when they will have a new vote up though,30
129,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:36:25,@PennyWainwrigh1 @Powerclub10 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN Sure...you can main… https://t.co/mvqLuSij1I,31
130,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:36:21,@MrCockyHimself @CNN @MSNBC @ABC @CBS @nbc @nytimes @latimes @politico @JoeNBC @TheView @MSNBCPR Tiberius I live in… https://t.co/ve0Ldlaxfp,32
131,0.2185,0.13,0.13,0.193,@CBS,2018-07-02 01:36:03,"RT @ForeverLogical: @larryelder @GOP ""The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy o…",33
132,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:35:33,Should we still get rid of ICE?  @RepMaxineWaters @NancyPelosi @SenKamalaHarris @SenFeinstein @seanhannity… https://t.co/4k8DG83IpG,34
133,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:35:05,@fantomseeker @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/vMeQqOertv,35
134,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:34:46,@PennyWainwrigh1 @Powerclub10 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN There are extremism… https://t.co/ngFwUn0ehC,36
135,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:34:38,https://t.co/XDSrJ0iYEt .@ABC @CBS @nbc @PBS @CNN @MSNBC @WPLGLocal10 @wsvn .@washingtonpost @nytimes @ChrisCuo… https://t.co/c2r8uXdp55,37
136,0.4215,0.0,0.0,0.157,@CBS,2018-07-02 01:34:04,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,38
137,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:33:19,@ABCNetwork @TheCW @GlobalTV @nbc @CBS @GBerlanti @bensherwood @bridgeNYCPR @warnerbrostv @AmazonStudios… https://t.co/RYn6mNdyIj,39
138,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:33:10,@DaredevilofUS @Powerclub10 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/thIDvKlbjw,40
139,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:33:07,@DaredevilofUS @Powerclub10 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/jARdnk2ceo,41
140,-0.2885,0.213,0.213,0.129,@CBS,2018-07-02 01:32:25,"@Bobpope54 @jasoninthehouse TY Bobby. It's difficult at times to be in this realm of corruption, deceit &amp;worse to t… https://t.co/ltBwL9maQ2",42
141,0.6996,0.0,0.0,0.216,@CBS,2018-07-02 01:32:20,"@CoCoLaPoCo @CBS This worked!
Thank you for taking the time to let me know :)

(We shouldn't have had to make modif… https://t.co/hUMYq9OtYA",43
142,-0.3595,0.161,0.161,0.0,@CBS,2018-07-02 01:31:58,@PennyWainwrigh1 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN That's childish! But considering… https://t.co/q3ASsQ4fXn,44
143,0.4404,0.0,0.0,0.104,@CBS,2018-07-02 01:31:41,RT @PaulTesori: Everybody tune in or set your DVRs to @CBS at 2pm EST for the @PGATOUR‘s “For the Good of the Game”. The @TesoriFamilyFdt w…,45
144,0.2732,0.0,0.0,0.123,@CBS,2018-07-02 01:31:00,@mommags2579 @DrCraigMalkin @realDonaldTrump @nytimes @NBCNews @ABC @CBS @CNN Also the media and certain FBI agents… https://t.co/8UkeZRBCON,46
145,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:30:23,@CBS @CBSBigBrother @JulieChen Payattention!  @BigBrotherCA Knew #Demika was #ratings goal and #Ika was the star ev… https://t.co/1IZNwwyGOD,47
146,-0.1531,0.096,0.096,0.0,@CBS,2018-07-02 01:30:06,"Former Miss Missouri USA &amp; @Delta flight attendant #BayleighDayton, joins 20th season of @CBS #BigBrother. #newswire",48
147,-0.6289,0.408,0.408,0.0,@CBS,2018-07-02 01:28:11,@cnn @msnbc @fox @ABC  @cbs   WTH ? https://t.co/IXl7Oxe60B,49
148,0.4588,0.0,0.0,0.136,@CBS,2018-07-02 01:27:50,@DAB67 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN I am glad to see that you are so open mind… https://t.co/dKNcmiat70,50
149,0.2185,0.126,0.126,0.187,@CBS,2018-07-02 01:26:45,"RT @realDonaldTrump: The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American Pe…",51
150,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:25:33,@DeebsFTL @CBS Seared into my memory...,52
151,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:25:21,RT @Nancy_n_VA: @pot_healer @Marckymarc40 Make some NOISE MSM CRICKETS AS THEY LIVE OFF OUR KIDS. #SaveTheChildren #Awake #Qanon #TheStorm…,53
152,0.5719,0.0,0.0,0.188,@CBS,2018-07-02 01:25:10,@DAB67 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN This is a perfect example of projection. Y… https://t.co/BiqgsGoYDo,54
153,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:24:45,@CBS What happened to #MadamSecretary season 4 coming to @netflix today? https://t.co/DK8TixMANY,55
154,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:23:58,@CBS @CBSBigBrother @JulieChen Y'all tried shenanigans forcing #James showmance and #Paul the star! Y'all prefer dr… https://t.co/jRFrrdAyER,56
155,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:23:56,@ABC @CBS @NBCNews @CNN @morningmika https://t.co/ZC27qdnIef,57
156,0.1779,0.154,0.154,0.229,@CBS,2018-07-02 01:23:44,@BunnyAndDoc @jenns018 @CBS Having a common enemy like Collins would help them get back together I think. Especiall… https://t.co/ssRMS46VsT,58
157,0.6166,0.0,0.0,0.446,@CBS,2018-07-02 01:23:43,@WilliamShatner BRING BACK RESCUE 911. @CBS,59
158,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:23:36,RT @chertex: @thebravefan @netflix @nbc @hulu @AmazonStudios @USA_Network @tntdrama @paramountnet @CBS @ABCNetwork @AMC_TV @FOXTV Me too. T…,60
159,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:22:49,"@CBS I turned on the TV, a show ""Instinct"" which I have not watched was on. Thought I'd let you know that any actor… https://t.co/2BbFqtV9GB",61
160,0.4404,0.0,0.0,0.121,@CBS,2018-07-02 01:22:18,Majority of the people in this game think they’re too good for this show. Not feelin the cast this year. #BB20 @CBS,62
161,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:22:17,@PennyWainwrigh1 @Powerclub10 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/0p43k9oren,63
162,0.7783,0.0,0.0,0.274,@CBS,2018-07-02 01:21:48,"RT @BunnyAndDoc: @DouglasHespelt @jenns018 @CBS Yes, the mysterious financier was mentioned a few times. Man, it would be an awesome sequen…",64
163,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:21:26,RT @BunnyAndDoc: @jenns018 @DouglasHespelt @CBS I had never thought of that. There are really a lot of similarities. It would really be an…,65
164,0.357,0.0,0.0,0.142,@CBS,2018-07-02 01:21:23,"POPE SAINT FRANCIS &amp; SATAN BIBI not shadow banned @Pontifex @netanyahu @jack @biz

#POI @PersonInterest… https://t.co/4bUhqbmxXN",66
165,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:21:10,@stevep1212 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/eCcxd4p1ZM,67
166,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:20:55,"FOR POPE SAINT FRANCIS &amp; SATAN BIBI @Pontifex @netanyahu @jack @biz

#POI @PersonInterest @POIWritersRoom… https://t.co/NzeCGzaZfv",68
167,-0.7269,0.225,0.225,0.0,@CBS,2018-07-02 01:20:52,"RT @ForeverLogical: @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN ""What Donald Trump wants is for us to stop calling his cruelty and fe…",69
168,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:20:06,RT @FamUnite4Child: @youre_the_rhoda @pookietooth @sjsrana @CraigRSawyer @NoLongerIgnored @alllibertynews @Save_Solai @SaveRChildrenCa @Ame…,70
169,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:19:42,"RT @RickOhioImBack: 72 percent believe #MSM #NewsOutlets 

Knowingly report #false or #mislead STORIES

Poll&gt; #AxiosSurveyMonkeyPoll

THEY…",71
170,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:19:24,@Powerclub10 @DaredevilofUS @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/4milZlvQNT,72
171,0.8164,0.074,0.074,0.315,@CBS,2018-07-02 01:18:49,"RT @MidniteMike1: @CBS Please Save “Timeless” NBC’s loss could be your gain!!! My self and other “Timeless” Fans would be “grateful”, and r…",73
172,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:18:31,@RecordingMixing @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/nruxTdcA0k,74
173,0.3182,0.0,0.0,0.141,@CBS,2018-07-02 01:18:19,RT @CMitchel14: @NancyPelosi @SenKamalaHarris @SenFeinstein @RepMaxineWaters @seanhannity @foxnews @cnn @msnbc @abc @CBS   Securing the bor…,75
174,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:17:48,@fantomseeker @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN  https://t.co/7mCKXHQSF7,76
175,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:16:44,"RT @jep1299: @r1944gmailcom @1Romans58 @100PercFEDUP @CNN @nbc @ABC @CBS @MSNBC @WhiteHouse Changing America and an ""open border society"".…",77
176,0.3818,0.0,0.0,0.094,@CBS,2018-07-02 01:16:22,"RT @DeebsFTL: You may think that enough time has passed, for your viewers to have forgiven you for replacing Bo &amp; Luke Duke with these assc…",78
177,-0.7107,0.212,0.212,0.0,@CBS,2018-07-02 01:15:58,@heyjuliechen @CBS It’s happening to me too! I have CBS All Access and it says live tv not supported in my area. I’m so upset!,79
178,0.8858,0.0,0.0,0.426,@CBS,2018-07-02 01:15:56,RT @AllanBake: @CBS Please consider renewing @HuntedCBS.  Great show.  Wonderful cast. Very suspenseful.  #Hunted deserves a season 2!,80
179,-0.5994,0.189,0.189,0.0,@CBS,2018-07-02 01:15:19,RT @HeleenScorpion: Stop ignoring us @CBS . We Scorpion fand don't ask for much. Only closure. According to the ratings on Monday night you…,81
180,0.6322,0.0,0.0,0.197,@CBS,2018-07-02 01:14:37,RT @PartyPaulG1992: You know what else is worth binge watching? #TheBrave. You know why? Because it’s a good frickin show. And it needs sav…,82
181,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:14:26,Sam Bledsoe @CBS https://t.co/5LiDk0VzPF,83
182,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:14:08,RT @SoffiFlury: @decosasbuenas @ValuRelanez @justmileybxtch @highwaytobirra @refloreada @CBS En algún momento vas a exponer tu pensamiento/…,84
183,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:13:28,RT @justmileybxtch: @ValuRelanez @decosasbuenas @highwaytobirra @refloreada @CBS Vesss ni leer saben. Cómo iba a ser tan grande a las 14 se…,85
184,0.3182,0.0,0.0,0.141,@CBS,2018-07-02 01:13:21,RT @CMitchel14: @NancyPelosi @SenKamalaHarris @SenFeinstein @RepMaxineWaters @seanhannity @foxnews @cnn @msnbc @abc @CBS   Securing the bor…,86
185,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:12:57,@NancyPelosi @SenKamalaHarris @SenFeinstein @RepMaxineWaters @seanhannity @foxnews @cnn @msnbc @abc @CBS   Securing… https://t.co/fyHIjtBddh,87
186,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:12:17,@SmartyPantsGal You can vote by DMing @CBS “start voting” and proceed once voting opens,88
187,0.8442,0.0,0.0,0.269,@CBS,2018-07-02 01:11:38,"RT @shanafrana: Hey, @CBS, you started airing I Love Lucy back in 1951. There's another loved Lucy from #Timeless you could bring to your n…",89
188,0.3182,0.0,0.0,0.141,@CBS,2018-07-02 01:10:54,@AaronChanner @ForeverLogical @thehill @nytimes @NBCNews @ABC @CBS @CNN Please disprove even one of those articles.,90
189,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:10:28,@Callahanfamily5 @MrPEC_Tacular @nightowls @PopTV @CBS @DanyelDana @helensanders_92 @valleymike07 @MattNelson02 How… https://t.co/eIGSqxiiEj,91
190,-0.1655,0.099,0.099,0.0,@CBS,2018-07-02 01:09:25,"@vincentgrandi @SenatorCollins @margbrennan @CBS @FaceTheNation None of these have lost GOP anything, but have lost… https://t.co/Je9niitTBf",92
191,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:09:07,RT @MrCockyHimself: #SomethingYouWontSeeOnMSM @CNN @MSNBC @ABC @CBS @NBC @nytimes @LAtimes @Politico @JoeNBC @TheView @MSNBCPR https://t.co…,93
192,-0.8078,0.412,0.412,0.0,@CBS,2018-07-02 01:08:59,Yo @CBS What the Hell does “CHANCE” mean???!!!! #bb20 https://t.co/RM47PAQbsi,94
193,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:07:53,@CBS I need an explanation as to why there were commercials every three minutes during this episode of #BB20. I mea… https://t.co/8ezotHGzT9,95
194,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:07:21,#SomethingYouWontSeeOnMSM @CNN @MSNBC @ABC @CBS @NBC @nytimes @LAtimes @Politico @JoeNBC @TheView @MSNBCPR https://t.co/wvvbi9bdqn,96
195,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:06:53,@CNN @CNNPolitics @cnnbrk @cnni @ABC @abcnews @CBSNews @CBS @CBSThisMorning  @maddow @MSNBC @NBCNews @JoeNBC… https://t.co/ktAwFkxY9a,97
196,-0.4767,0.154,0.154,0.0,@CBS,2018-07-02 01:05:40,@SenatorCollins @margbrennan @CBS @FaceTheNation So you prefer we don’t weed out cartel members who are smuggling c… https://t.co/jCEn7mYqYr,98
197,0.4926,0.0,0.0,0.225,@CBS,2018-07-02 01:05:19,@CBS : I hope that @RansomCBS @RansomSeries returns again next summer!  @MattCarterMedia @CarterMattTV @dangergirl101,99
198,0.0,0.0,0.0,0.0,@CBS,2018-07-02 01:05:04,@PennyWainwrigh1 @ForeverLogical @larryelder @GOP @nytimes @NBCNews @ABC @CBS @CNN Trump is pointing at your name,100
199,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:34,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",1
200,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:52:34,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",2
201,0.2023,0.0,0.0,0.114,@CNN,2018-07-02 01:52:33,RT @CNN: Here are the top moments from the Families Belong Together marches https://t.co/D4Zb3kIVgd https://t.co/lJaODERrxi,3
202,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:33,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",4
203,0.3306,0.0,0.0,0.105,@CNN,2018-07-02 01:52:33,@CNN And now they take the week off.......cause you know vacation time is so much more important then reuniting los… https://t.co/7YbihvWBj6,5
204,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:31,@25thAmendment2 @CNN @CNNOpinion Which part. The 11 percent inflation rate caused by the Carbon Tax or the closed f… https://t.co/TMZBxJOIxV,6
205,0.4215,0.0,0.0,0.118,@CNN,2018-07-02 01:52:31,@CNN Maybe Tammy Duckworth and all the other Unhinged Left should have cared years ago. Oh wait. Obama “their God” was President.,7
206,0.128,0.0,0.0,0.12,@CNN,2018-07-02 01:52:30,"RT @alwaysonoffense: @JeffreyToobin @USSupremeCourt @NewYorker how are you @cnn's ""senior legal analyst?""",8
207,0.835,0.049,0.049,0.271,@CNN,2018-07-02 01:52:30,RT @CNN: Is #Hawaii really the paradise most people think it is? @WKamauBell exposes a side to our beautiful 50th state that most never see…,9
208,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:29,@Makedni @H_Meyali_ithea @alt_peppe @SaveWhitesInZA @marlonbronson @TJ3TZFnJt3LNK1z @mike_aelara @DecimalFawn4210… https://t.co/x4KrqcWDbB,10
209,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:29,RT @CNN: Is this the most ingenious way to farm fish? See what native Hawaiians can teach the world about sustainability on #UnitedShades w…,11
210,-0.6808,0.277,0.277,0.0,@CNN,2018-07-02 01:52:29,"@TelisaStrickla1 @CNN Nope, that's what Democrats are, hell it's even in their logo",12
211,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:28,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",13
212,-0.9042,0.371,0.371,0.0,@CNN,2018-07-02 01:52:27,"RT @ElderLansing: Did I see Kamala Harris, Tim Scott, and Cory Booker call for hate crime legislation when these four racist Chicago thugs,…",14
213,-0.2263,0.106,0.106,0.0,@CNN,2018-07-02 01:52:27,RT @CNN: Forget the World Cup. The largest soccer crowd this weekend was in Atlanta. https://t.co/aOWd7KT8By https://t.co/Cc7Q2RBspc,15
214,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:52:26,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",16
215,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:24,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",17
216,0.6344,0.0,0.0,0.341,@CNN,2018-07-02 01:52:24,"@Desha7 @CNN well, in fairness, I live tweeted anyway - hundreds so far lol",18
217,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:24,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",19
218,-0.6511,0.372,0.372,0.0,@CNN,2018-07-02 01:52:23,"@CNN You we don't want these hero's, just home grown terrorists.",20
219,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:22,@StacyBr63724080 @13thconcept_ @CNN 90 000 kids were separated from 'parents' under Obama. Google it.,21
220,-0.3612,0.111,0.111,0.0,@CNN,2018-07-02 01:52:22,"@Jimmer510 @CNN Our politicians have done nothing for many years, that’s why this country is a mess not because of the president",22
221,0.0716,0.156,0.156,0.127,@CNN,2018-07-02 01:52:21,"@CNN the problem is: some of these guardians/family members/relatives/friends, who r taking care of these children do not want to be found.",23
222,-0.3883,0.247,0.247,0.155,@CNN,2018-07-02 01:52:19,@RySov79 @13thconcept_ @CNN No they weren't. But nice try. I mean you can convince the gullible and easily led of that. I am neither.,24
223,0.628,0.0,0.0,0.186,@CNN,2018-07-02 01:52:17,"WISE KID: ""It's not about what's on my feet, it's about what's in my head!""

https://t.co/3BmuI2yEKw
@CNN @TMZ https://t.co/ul0w8THzXy",25
224,-0.9042,0.371,0.371,0.0,@CNN,2018-07-02 01:52:17,"RT @ElderLansing: Did I see Kamala Harris, Tim Scott, and Cory Booker call for hate crime legislation when these four racist Chicago thugs,…",26
225,-0.636,0.206,0.206,0.0,@CNN,2018-07-02 01:52:17,"@CNN What a load of garbage! The real problem is a lot of these children have been human trafficked, no one can say… https://t.co/ecsFKN9UUT",27
226,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:16,@2driveSTROM @CNN Your absolutely  INSANE!!!!!,28
227,-0.2023,0.184,0.184,0.0,@CNN,2018-07-02 01:52:15,@CNN This only bothers her now. It didnt before.,29
228,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:15,RT @icecue: @CNN  https://t.co/YMIdQdbKQ2,30
229,-0.5803,0.16,0.16,0.051,@CNN,2018-07-02 01:52:15,Any real reporters in the MSM out there????? WE the people want to know who Q is/??  @FoxBusiness @CNN &lt;&lt;&lt; Fake New… https://t.co/x516WGMfLd,31
230,-0.4754,0.607,0.607,0.0,@CNN,2018-07-02 01:52:14,@CNN More lies,32
231,-0.886,0.366,0.366,0.0,@CNN,2018-07-02 01:52:14,"RT @RVAwonk: bloody hell, @CNN. This is a wholly inaccurate &amp; irresponsible take on what happened in Portland on Saturday. 

Don't conflate…",33
232,-0.5994,0.189,0.189,0.0,@CNN,2018-07-02 01:52:14,@CNN Theirs just no possible way they know where all these kids are. It's common sense. We lose children in our own… https://t.co/M0foIEQvmY,34
233,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:14,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",35
234,0.5962,0.0,0.0,0.273,@CNN,2018-07-02 01:52:13,"RT @latinos4Trump: @Patricemdevine @CNN Yes ""migrants"" keep flocking to France....take our southern neighbors too plz!!!",36
235,-0.3612,0.556,0.556,0.0,@CNN,2018-07-02 01:52:12,@CNN Ridiculous. #cnnsucks,37
236,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:52:12,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",38
237,0.128,0.14,0.14,0.198,@CNN,2018-07-02 01:52:11,"RT @edercampuzano: I covered both events and, yes, there was zero correlation between the riot Portland police determined downtown and the…",39
238,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:52:10,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",40
239,-0.2183,0.21,0.21,0.0,@CNN,2018-07-02 01:52:10,@DomPAnderson @CNN It is so hard to watch,41
240,0.4939,0.0,0.0,0.151,@CNN,2018-07-02 01:52:09,"RT @Indivisible_OR: @RVAwonk @CNN The fact that yesterday's PP 'event' overlapped with the ICE occupation and the peaceful, family-friendly…",42
241,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:09,@CNN He signed an order changing the law unlike past administration https://t.co/uwSrWFRISQ,43
242,-0.6588,0.423,0.423,0.0,@CNN,2018-07-02 01:52:07,@CNN Still running with this phony crisis!,44
243,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:06,"@CNN The first part of the plan should be to obey the judge's order and send the 10,000 teens who came without thei… https://t.co/rzNjfB1yw0",45
244,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:05,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",46
245,-0.5574,0.187,0.187,0.0,@CNN,2018-07-02 01:52:04,@CNN Stop talking about the others and get together across the aisle and fix this. We don’t need blame and politics… https://t.co/5WSAJwDOOd,47
246,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:03,CNN Films' 'American Jail' @CNN https://t.co/BR4UFPltRN,48
247,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:02,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",49
248,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:02,"@CNN ICE, or Immigration &amp; Customs Enforcement is..
The  largest investigative arm of the Department of Homeland Se… https://t.co/Tq7hU6wdtP",50
249,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:52:02,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",51
250,-0.3182,0.277,0.277,0.0,@CNN,2018-07-02 01:52:01,@CNN Maybe stuttering John can find out ?,52
251,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:01,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",53
252,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:52:00,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",54
253,-0.2263,0.106,0.106,0.0,@CNN,2018-07-02 01:51:59,RT @CNN: Forget the World Cup. The largest soccer crowd this weekend was in Atlanta. https://t.co/aOWd7KT8By https://t.co/Cc7Q2RBspc,55
254,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:58,"RT @verainstitute: LIVE NOW: Tune into @CNN tonight @ 8pm for the premiere of American Jail, a documentary by  @RogerRossWill about the mod…",56
255,-0.7351,0.22,0.22,0.0,@CNN,2018-07-02 01:51:57,"RT @Goss30Goss: Why is the @nytimes , @washingtonpost , &amp; @cnn scared to call Trump a blatant liar? I think we are way past the point of no…",57
256,-0.7783,0.773,0.773,0.0,@CNN,2018-07-02 01:51:55,@CNN Oh hell no.,58
257,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:55,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",59
258,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:55,"RT @CNN: ""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has gone too far wi…",60
259,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:55,"RT @CNN: The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are, and who these…",61
260,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:54,@RickGar93132617 @BrianMi19324663 @Tdaen1 @Maestro4excess @FieldGeorge @The_ben_daniels @fubaglady @MrBrigh21239717… https://t.co/cPRX7jAo38,62
261,0.6908,0.0,0.0,0.251,@CNN,2018-07-02 01:51:54,RT @CNN: These are the stunning winners of the 2018 National Geographic Travel Photographer of the Year https://t.co/oZxpIjHkb2 https://t.c…,63
262,-0.9201,0.402,0.402,0.0,@CNN,2018-07-02 01:51:52,"RT @SheriffClarke: Oh REALLY?
And LYING LIB MEDIA whines about @realDonaldTrump calling them FAKE NEWS? CRYBULLIES. I said give the story 2…",64
263,-0.296,0.115,0.115,0.0,@CNN,2018-07-02 01:51:52,@PetterSolbergn @bodydouble @AltNatSecAgency @FBI @CNN So you put up a generic chart that has no designation of who… https://t.co/NBYHwqvN6j,65
264,0.4291,0.071,0.071,0.14,@CNN,2018-07-02 01:51:51,RT @KrisParonto: What say you @CNN ?? Did you forget to add the cost comparison per household to take care of Illegals? https://t.co/giFB7F…,66
265,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:50,@sharding1966 @ReliableSources @Acosta @jelani9 @feministabulous @rachaelpacella @PhilDavis_CG @joshuamckerrow… https://t.co/Snc27eJzKu,67
266,0.0,0.0,0.0,0.0,@CNN,2018-07-02 01:51:49,@CNN Anyone caught entering the USA illegally has a choice to turn around and go home with their little anchor its a personal choice.,68
